des: 54.00 | now: 54.04 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.89 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.89 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 54.02 | du: 0.195 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.195 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.94 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.84 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.71 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.84 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.76 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.84 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.63 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.84 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.79 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.58 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.58 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.56 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.56 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.58 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.46 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.58 | du: 0.199 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.51 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.43 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.58 | du: 0.199 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.46 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.48 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.58 | du: 0.199 | p_: 00.10 | i_: 00.10
des: 53.50 | now: 53.51 | du: 0.198 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.53 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.58 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.197 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.63 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.76 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.81 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.69 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.63 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.76 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.63 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 53.75 | now: 53.79 | du: 0.196 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.79 | du: 0.195 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.89 | du: 0.195 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.84 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.94 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.07 | du: 0.194 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.07 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.14 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.17 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.17 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.25 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.30 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.40 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.40 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.40 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.42 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.47 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.47 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.47 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.45 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.45 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.40 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.40 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.35 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.35 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.37 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.27 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.27 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.19 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.09 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.14 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.14 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.94 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.02 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 53.99 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.14 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.14 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.22 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.27 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.22 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.25 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.40 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.40 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.40 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.40 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.42 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.42 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.45 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.42 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.45 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.35 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.37 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.35 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.32 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.35 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.12 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.19 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.07 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.91 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.09 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.94 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.193 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 53.97 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.14 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.14 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.17 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.30 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.37 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.30 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.40 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.40 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.47 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.47 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.45 | du: 0.186 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.186 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.50 | du: 0.186 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.50 | du: 0.185 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.55 | du: 0.185 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.58 | du: 0.184 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.60 | du: 0.183 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.60 | du: 0.183 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.60 | du: 0.182 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.65 | du: 0.182 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.60 | du: 0.182 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.65 | du: 0.181 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.68 | du: 0.181 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.65 | du: 0.181 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.70 | du: 0.181 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.70 | du: 0.180 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.70 | du: 0.180 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.65 | du: 0.180 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.70 | du: 0.180 | p_: 00.10 | i_: 00.10
des: 54.75 | now: 54.70 | du: 0.180 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.70 | du: 0.181 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.70 | du: 0.181 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.65 | du: 0.182 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.65 | du: 0.182 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.65 | du: 0.183 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.60 | du: 0.183 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.60 | du: 0.184 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.60 | du: 0.184 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.58 | du: 0.184 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.60 | du: 0.185 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.55 | du: 0.185 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.55 | du: 0.185 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.53 | du: 0.185 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.55 | du: 0.185 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.55 | du: 0.185 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.55 | du: 0.186 | p_: 00.10 | i_: 00.10
des: 54.50 | now: 54.55 | du: 0.186 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.53 | du: 0.187 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.45 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.42 | du: 0.188 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.40 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.35 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.30 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.35 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.32 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.19 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.32 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.25 | du: 0.189 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.25 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.09 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.09 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.14 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.09 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.192 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.89 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.99 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.97 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 54.04 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.00 | now: 53.94 | du: 0.191 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.04 | du: 0.190 | p_: 00.10 | i_: 00.10
des: 54.25 | now: 54.14 | du: 0.190 | p_: 00.10 | i_: 00.10
        Duty: 0.000 | Vin: 56.892 | Iin: 1.569 | Pow: 89.290 | MPP Pow: 0.000
        Duty: 0.010 | Vin: 56.740 | Iin: 1.643 | Pow: 93.203 | MPP Pow: 89.290
        Duty: 0.020 | Vin: 56.663 | Iin: 1.691 | Pow: 95.842 | MPP Pow: 93.203
        Duty: 0.030 | Vin: 56.561 | Iin: 1.732 | Pow: 97.969 | MPP Pow: 95.842
        Duty: 0.040 | Vin: 56.460 | Iin: 1.765 | Pow: 99.630 | MPP Pow: 97.969
        Duty: 0.050 | Vin: 56.358 | Iin: 1.801 | Pow: 101.512 | MPP Pow: 99.630
        Duty: 0.060 | Vin: 56.256 | Iin: 1.834 | Pow: 103.159 | MPP Pow: 101.512
        Duty: 0.070 | Vin: 56.231 | Iin: 1.874 | Pow: 105.398 | MPP Pow: 103.159
        Duty: 0.080 | Vin: 56.078 | Iin: 1.915 | Pow: 107.392 | MPP Pow: 105.398
        Duty: 0.090 | Vin: 56.001 | Iin: 1.956 | Pow: 109.523 | MPP Pow: 107.392
        Duty: 0.100 | Vin: 55.900 | Iin: 2.000 | Pow: 111.824 | MPP Pow: 109.523
        Duty: 0.110 | Vin: 55.798 | Iin: 2.041 | Pow: 113.889 | MPP Pow: 111.824
        Duty: 0.120 | Vin: 55.645 | Iin: 2.074 | Pow: 115.387 | MPP Pow: 113.889
        Duty: 0.130 | Vin: 55.543 | Iin: 2.131 | Pow: 118.338 | MPP Pow: 115.387
        Duty: 0.140 | Vin: 55.391 | Iin: 2.155 | Pow: 119.364 | MPP Pow: 118.338
        Duty: 0.150 | Vin: 55.238 | Iin: 2.204 | Pow: 121.730 | MPP Pow: 119.364
        Duty: 0.160 | Vin: 55.060 | Iin: 2.257 | Pow: 124.247 | MPP Pow: 121.730
        Duty: 0.170 | Vin: 54.907 | Iin: 2.314 | Pow: 127.028 | MPP Pow: 124.247
        Duty: 0.180 | Vin: 54.652 | Iin: 2.358 | Pow: 128.883 | MPP Pow: 127.028
        Duty: 0.190 | Vin: 54.143 | Iin: 2.403 | Pow: 130.104 | MPP Pow: 128.883
